article_id,is_propaganda,afiin_score
754215855,non-propaganda,-10.0
754215901,non-propaganda,-34.0
753922326,non-propaganda,2.0
754183428,non-propaganda,0.0
754183915,non-propaganda,-27.0
753925018,non-propaganda,-72.0
753925124,non-propaganda,-7.0
753909904,non-propaganda,2.0
754054301,non-propaganda,-2.0
754210639,non-propaganda,-14.0
754193870,non-propaganda,-1.0
753954022,non-propaganda,-22.0
754321409,non-propaganda,-11.0
754402393,non-propaganda,7.0
754403447,non-propaganda,-4.0
754480181,non-propaganda,7.0
754482759,non-propaganda,3.0
754398826,non-propaganda,-9.0
754399448,non-propaganda,0.0
754400509,non-propaganda,-6.0
754372904,non-propaganda,29.0
754372977,non-propaganda,-18.0
754373115,non-propaganda,16.0
754550469,non-propaganda,-36.0
754550816,non-propaganda,-56.0
754508983,non-propaganda,6.0
754510067,non-propaganda,8.0
754510197,non-propaganda,7.0
754330627,non-propaganda,-29.0
754331494,non-propaganda,8.0
754331835,non-propaganda,6.0
754296505,non-propaganda,7.0
754457848,non-propaganda,-69.0
754458941,non-propaganda,-10.0
754459478,non-propaganda,7.0
754218337,non-propaganda,-17.0
754420905,non-propaganda,-9.0
754317127,non-propaganda,-3.0
754285146,non-propaganda,-2.0
754569427,non-propaganda,17.0
754231597,non-propaganda,-19.0
754231979,non-propaganda,-7.0
754359347,non-propaganda,-40.0
754515696,non-propaganda,154.0
754515917,non-propaganda,-8.0
754515926,non-propaganda,8.0
754516463,non-propaganda,40.0
754301555,non-propaganda,8.0
754565406,non-propaganda,-3.0
754565737,non-propaganda,-32.0
754566767,non-propaganda,7.0
754467633,non-propaganda,-55.0
754468135,non-propaganda,8.0
754426821,non-propaganda,-56.0
754426825,non-propaganda,0.0
754426929,non-propaganda,-16.0
754427051,non-propaganda,-8.0
754427059,non-propaganda,-5.0
754427497,non-propaganda,40.0
754427795,non-propaganda,-16.0
754427971,non-propaganda,38.0
754428391,non-propaganda,30.0
754428785,non-propaganda,10.0
754429210,non-propaganda,7.0
754429321,non-propaganda,-4.0
754293770,non-propaganda,18.0
754240874,non-propaganda,11.0
754440548,non-propaganda,-1.0
754441442,non-propaganda,-40.0
754441809,non-propaganda,-18.0
754337429,non-propaganda,-5.0
754337789,non-propaganda,14.0
754287312,non-propaganda,-4.0
754288404,non-propaganda,19.0
754378886,non-propaganda,-57.0
754379109,non-propaganda,-18.0
754256994,non-propaganda,1.0
754856047,non-propaganda,24.0
754856392,non-propaganda,24.0
754856622,non-propaganda,-8.0
754863652,non-propaganda,-40.0
754608522,non-propaganda,24.0
754816130,non-propaganda,-19.0
754816276,non-propaganda,-23.0
754816543,non-propaganda,-32.0
754919031,non-propaganda,-20.0
754590065,non-propaganda,24.0
754806377,non-propaganda,-112.0
754574457,non-propaganda,14.0
754903780,non-propaganda,7.0
754759393,non-propaganda,-32.0
754599947,non-propaganda,-17.0
754742503,non-propaganda,-8.0
754744197,non-propaganda,-3.0
754665104,non-propaganda,16.0
754798459,non-propaganda,-72.0
754798730,non-propaganda,-38.0
754799383,non-propaganda,-16.0
754799713,non-propaganda,27.0
754799849,non-propaganda,-14.0
754875040,non-propaganda,7.0
754875241,non-propaganda,8.0
754732594,non-propaganda,47.0
754820495,non-propaganda,-9.0
754726973,non-propaganda,-28.0
754755166,non-propaganda,8.0
754883750,non-propaganda,-52.0
754883948,non-propaganda,12.0
754885157,non-propaganda,-27.0
754638257,non-propaganda,-12.0
754638863,non-propaganda,-16.0
754915067,non-propaganda,-10.0
754618725,non-propaganda,11.0
754619115,non-propaganda,-7.0
754619475,non-propaganda,-12.0
754711458,non-propaganda,-44.0
754711696,non-propaganda,-21.0
754711845,non-propaganda,-19.0
754712080,non-propaganda,-20.0
754842939,non-propaganda,40.0
754843255,non-propaganda,-7.0
754771905,non-propaganda,-18.0
754773103,non-propaganda,-11.0
754773430,non-propaganda,-20.0
754790212,non-propaganda,-17.0
754790283,non-propaganda,8.0
754790595,non-propaganda,-21.0
754791035,non-propaganda,-22.0
754859676,non-propaganda,-57.0
754708428,non-propaganda,-35.0
754830302,non-propaganda,4.0
754830529,non-propaganda,-15.0
754830951,non-propaganda,-6.0
754831696,non-propaganda,12.0
754900890,non-propaganda,16.0
754881815,non-propaganda,-5.0
754646995,non-propaganda,-24.0
754890202,non-propaganda,10.0
754891488,non-propaganda,-9.0
755198785,non-propaganda,-14.0
755198940,non-propaganda,42.0
755199622,non-propaganda,-18.0
755199995,non-propaganda,27.0
755200474,non-propaganda,-8.0
754987102,non-propaganda,-22.0
754988020,non-propaganda,3.0
755142937,non-propaganda,3.0
755143275,non-propaganda,-17.0
755143662,non-propaganda,-8.0
755093946,non-propaganda,-45.0
755178882,non-propaganda,-27.0
755179080,non-propaganda,-19.0
755179091,non-propaganda,-22.0
755231965,non-propaganda,-8.0
755018315,non-propaganda,-33.0
755019122,non-propaganda,-21.0
755066668,non-propaganda,36.0
755066716,non-propaganda,-19.0
755066883,non-propaganda,3.0
755067139,non-propaganda,-40.0
755067232,non-propaganda,15.0
755067442,non-propaganda,10.0
755067489,non-propaganda,-6.0
755067853,non-propaganda,7.0
755068057,non-propaganda,-26.0
755167225,non-propaganda,13.0
755167288,non-propaganda,0.0
755167325,non-propaganda,7.0
755167461,non-propaganda,1.0
755167465,non-propaganda,-11.0
755168124,non-propaganda,-3.0
755221141,non-propaganda,-42.0
755055311,non-propaganda,4.0
755055566,non-propaganda,-13.0
755055742,non-propaganda,-11.0
755217720,non-propaganda,17.0
754931077,non-propaganda,3.0
754933307,non-propaganda,-23.0
754933376,non-propaganda,-25.0
755170201,non-propaganda,-21.0
755170794,non-propaganda,-3.0
755075484,non-propaganda,-25.0
754993995,non-propaganda,16.0
755131414,non-propaganda,7.0
755154386,non-propaganda,-73.0
755154660,non-propaganda,-65.0
755154845,non-propaganda,-43.0
755155017,non-propaganda,-28.0
755155629,non-propaganda,10.0
755185306,non-propaganda,-3.0
755186134,non-propaganda,-28.0
755186178,non-propaganda,-6.0
755186723,non-propaganda,-43.0
755126307,non-propaganda,-47.0
755126415,non-propaganda,2.0
755126616,non-propaganda,-10.0
755117902,non-propaganda,24.0
755098440,non-propaganda,-1.0
755099475,non-propaganda,-2.0
755195790,non-propaganda,-6.0
755101763,non-propaganda,-20.0
755102311,non-propaganda,-15.0
755226391,non-propaganda,-150.0
754941319,non-propaganda,-11.0
754941419,non-propaganda,-30.0
755043366,non-propaganda,6.0
755043496,non-propaganda,-1.0
755043805,non-propaganda,0.0
755044379,non-propaganda,5.0
754939689,non-propaganda,-13.0
754939910,non-propaganda,24.0
755189086,non-propaganda,-3.0
755030933,non-propaganda,-18.0
754951065,non-propaganda,7.0
755234820,non-propaganda,-34.0
754969704,non-propaganda,-101.0
754970077,non-propaganda,-15.0
754970472,non-propaganda,-11.0
754970823,non-propaganda,3.0
755208288,non-propaganda,-31.0
755291819,non-propaganda,22.0
755296627,non-propaganda,-33.0
755354209,non-propaganda,35.0
755413005,non-propaganda,-3.0
755319723,non-propaganda,10.0
755320178,non-propaganda,-31.0
755377469,non-propaganda,17.0
755377493,non-propaganda,-22.0
755377511,non-propaganda,-2.0
755377996,non-propaganda,4.0
755401290,non-propaganda,0.0
755338327,non-propaganda,-15.0
755338572,non-propaganda,-7.0
755250646,non-propaganda,30.0
755251063,non-propaganda,16.0
755360058,non-propaganda,7.0
755254886,non-propaganda,-53.0
755256069,non-propaganda,12.0
755356778,non-propaganda,3.0
755343185,non-propaganda,-22.0
755406748,non-propaganda,-16.0
755407201,non-propaganda,2.0
755423590,non-propaganda,-53.0
755389367,non-propaganda,-23.0
755302882,non-propaganda,10.0
755416920,non-propaganda,4.0
755335682,non-propaganda,-12.0
755335698,non-propaganda,-14.0
755263020,non-propaganda,0.0
755379877,non-propaganda,-23.0
755380592,non-propaganda,8.0
755395544,non-propaganda,-28.0
755396324,non-propaganda,-2.0
755301265,non-propaganda,-21.0
755289734,non-propaganda,5.0
755290240,non-propaganda,-9.0
755290648,non-propaganda,7.0
755434003,non-propaganda,4.0
755369036,non-propaganda,-21.0
755369457,non-propaganda,-39.0
755369578,non-propaganda,4.0
755369774,non-propaganda,-22.0
755440916,non-propaganda,-5.0
755322079,non-propaganda,-2.0
755426947,non-propaganda,-2.0
755427110,non-propaganda,24.0
755427466,non-propaganda,2.0
755346584,non-propaganda,-26.0
755346871,non-propaganda,-11.0
755591340,non-propaganda,-11.0
755591342,non-propaganda,-22.0
755591563,non-propaganda,5.0
755591736,non-propaganda,-16.0
755523749,non-propaganda,-30.0
755517433,non-propaganda,32.0
755575234,non-propaganda,17.0
755610192,non-propaganda,-43.0
755558047,non-propaganda,6.0
755558096,non-propaganda,-38.0
755558858,non-propaganda,18.0
755462357,non-propaganda,-9.0
755562552,non-propaganda,3.0
755562851,non-propaganda,3.0
755457890,non-propaganda,-19.0
755612474,non-propaganda,6.0
755564863,non-propaganda,11.0
755577962,non-propaganda,-5.0
755596621,non-propaganda,-1.0
755597122,non-propaganda,-1.0
755466090,non-propaganda,-53.0
755619003,non-propaganda,-12.0
755482539,non-propaganda,-16.0
755552470,non-propaganda,-11.0
755472975,non-propaganda,-15.0
755476984,non-propaganda,10.0
755606736,non-propaganda,-14.0
755607006,non-propaganda,-21.0
755607130,non-propaganda,8.0
755546358,non-propaganda,-15.0
755548139,non-propaganda,-2.0
755548476,non-propaganda,-10.0
755579374,non-propaganda,-24.0
755579647,non-propaganda,-36.0
755580021,non-propaganda,-50.0
755580052,non-propaganda,-6.0
755456419,non-propaganda,-7.0
755495723,non-propaganda,-10.0
755528614,non-propaganda,-4.0
755533116,non-propaganda,4.0
755539326,non-propaganda,-11.0
755539745,non-propaganda,-1.0
755513409,non-propaganda,-4.0
755513623,non-propaganda,-26.0
755703044,non-propaganda,-5.0
755704080,non-propaganda,-21.0
755817678,non-propaganda,14.0
755819749,non-propaganda,-15.0
755627733,non-propaganda,-6.0
755628837,non-propaganda,-2.0
755628917,non-propaganda,-10.0
755718602,non-propaganda,-19.0
755827454,non-propaganda,-5.0
755827547,non-propaganda,6.0
755749913,non-propaganda,24.0
755750164,non-propaganda,-17.0
755757033,non-propaganda,-16.0
755757391,non-propaganda,-12.0
755757627,non-propaganda,-25.0
755700135,non-propaganda,5.0
755914875,non-propaganda,-16.0
755647338,non-propaganda,7.0
755647352,non-propaganda,-33.0
755647793,non-propaganda,-4.0
755659548,non-propaganda,-52.0
755660050,non-propaganda,-8.0
755769464,non-propaganda,-5.0
755769466,non-propaganda,-17.0
755769997,non-propaganda,-30.0
755771170,non-propaganda,12.0
755881196,non-propaganda,-44.0
755881782,non-propaganda,-13.0
755882067,non-propaganda,-21.0
755882190,non-propaganda,-14.0
755782720,non-propaganda,16.0
755783493,non-propaganda,-20.0
755864570,non-propaganda,-44.0
755865070,non-propaganda,-29.0
755865317,non-propaganda,3.0
755865392,non-propaganda,3.0
755865633,non-propaganda,-10.0
755822195,non-propaganda,10.0
755822732,non-propaganda,-66.0
755822932,non-propaganda,6.0
755823430,non-propaganda,41.0
755823484,non-propaganda,12.0
755654649,non-propaganda,-19.0
755655285,non-propaganda,-24.0
755802227,non-propaganda,-8.0
755894713,non-propaganda,-38.0
755668330,non-propaganda,3.0
755797074,non-propaganda,3.0
755892775,non-propaganda,5.0
755624412,non-propaganda,-29.0
755624972,non-propaganda,7.0
755885037,non-propaganda,6.0
755839539,non-propaganda,-29.0
755839919,non-propaganda,-37.0
755840934,non-propaganda,-8.0
755734579,non-propaganda,-10.0
755735021,non-propaganda,-7.0
755735356,non-propaganda,-21.0
755735466,non-propaganda,-54.0
755736088,non-propaganda,-21.0
755844440,non-propaganda,-19.0
755845027,non-propaganda,-13.0
755845039,non-propaganda,-34.0
755845983,non-propaganda,-34.0
755996911,non-propaganda,-13.0
755997287,non-propaganda,8.0
756017375,non-propaganda,-4.0
752350224,non-propaganda,-15.0
752169905,non-propaganda,8.0
752225291,non-propaganda,-1.0
752185277,non-propaganda,-11.0
752185765,non-propaganda,-2.0
752217731,non-propaganda,-45.0
752217781,non-propaganda,-49.0
752218183,non-propaganda,-13.0
752218406,non-propaganda,26.0
752340793,non-propaganda,-11.0
752109877,non-propaganda,10.0
752239487,non-propaganda,-8.0
752240411,non-propaganda,-22.0
752212253,non-propaganda,0.0
752212259,non-propaganda,4.0
752321349,non-propaganda,9.0
752262689,non-propaganda,36.0
752263261,non-propaganda,-15.0
752202250,non-propaganda,-10.0
752202327,non-propaganda,5.0
752281054,non-propaganda,-18.0
752282139,non-propaganda,43.0
752361263,non-propaganda,4.0
752150220,non-propaganda,4.0
752150968,non-propaganda,-33.0
752197154,non-propaganda,-42.0
752197179,non-propaganda,-12.0
752368336,non-propaganda,-28.0
752300543,non-propaganda,9.0
752301615,non-propaganda,3.0
752237126,non-propaganda,-5.0
752121032,non-propaganda,0.0
752444565,non-propaganda,-9.0
752645027,non-propaganda,45.0
752588316,non-propaganda,6.0
752454345,non-propaganda,48.0
752412705,non-propaganda,7.0
752413557,non-propaganda,-10.0
752585664,non-propaganda,-44.0
752562648,non-propaganda,9.0
752563354,non-propaganda,-27.0
752533730,non-propaganda,27.0
752615533,non-propaganda,-5.0
752617065,non-propaganda,0.0
752404789,non-propaganda,2.0
752626218,non-propaganda,12.0
752394112,non-propaganda,14.0
752419058,non-propaganda,-13.0
752465416,non-propaganda,-22.0
752612710,non-propaganda,-24.0
752529932,non-propaganda,-10.0
752531052,non-propaganda,-2.0
752596545,non-propaganda,-1.0
752459530,non-propaganda,-1.0
752549010,non-propaganda,-11.0
752553091,non-propaganda,-25.0
752445690,non-propaganda,-131.0
752603003,non-propaganda,15.0
752604027,non-propaganda,-3.0
752492176,non-propaganda,34.0
752561283,non-propaganda,-13.0
752428644,non-propaganda,-34.0
752520628,non-propaganda,-10.0
752422024,non-propaganda,-12.0
752512416,non-propaganda,-25.0
752472790,non-propaganda,-8.0
752473756,non-propaganda,-60.0
752664105,non-propaganda,-23.0
752778539,non-propaganda,2.0
752972502,non-propaganda,4.0
752767304,non-propaganda,2.0
752806894,non-propaganda,-5.0
752734043,non-propaganda,-20.0
752696267,non-propaganda,11.0
752696335,non-propaganda,2.0
752697022,non-propaganda,-9.0
752718932,non-propaganda,-28.0
752878192,non-propaganda,-8.0
752879000,non-propaganda,-33.0
752712062,non-propaganda,-4.0
752818018,non-propaganda,17.0
752900992,non-propaganda,-12.0
752902048,non-propaganda,-20.0
752902075,non-propaganda,7.0
752760191,non-propaganda,-1.0
752799179,non-propaganda,25.0
752799380,non-propaganda,-18.0
752800096,non-propaganda,-26.0
752962015,non-propaganda,-3.0
752923378,non-propaganda,-24.0
752829513,non-propaganda,0.0
752829547,non-propaganda,9.0
752915647,non-propaganda,29.0
753265397,non-propaganda,-18.0
752974083,non-propaganda,-2.0
753094983,non-propaganda,-61.0
753214080,non-propaganda,0.0
753077923,non-propaganda,-10.0
753078272,non-propaganda,-6.0
753068176,non-propaganda,-2.0
753071754,non-propaganda,27.0
753207100,non-propaganda,-19.0
753047337,non-propaganda,6.0
753119647,non-propaganda,-22.0
753120198,non-propaganda,-20.0
753120514,non-propaganda,-16.0
753003477,non-propaganda,-13.0
753003590,non-propaganda,-1.0
753141160,non-propaganda,-5.0
753141923,non-propaganda,-22.0
753142108,non-propaganda,-14.0
753026631,non-propaganda,6.0
753026632,non-propaganda,3.0
753231790,non-propaganda,-36.0
753082508,non-propaganda,-2.0
753082512,non-propaganda,31.0
753082523,non-propaganda,4.0
753428372,non-propaganda,34.0
753438677,non-propaganda,-2.0
753441763,non-propaganda,0.0
753432512,non-propaganda,-15.0
753440192,non-propaganda,-12.0
753624342,non-propaganda,-30.0
753624773,non-propaganda,-14.0
753539343,non-propaganda,15.0
753496365,non-propaganda,-28.0
753576490,non-propaganda,-39.0
753565258,non-propaganda,-41.0
753556847,non-propaganda,-7.0
753583773,non-propaganda,-12.0
753512128,non-propaganda,-35.0
753560808,non-propaganda,-36.0
753561302,non-propaganda,21.0
753561463,non-propaganda,10.0
753598588,non-propaganda,-31.0
753598621,non-propaganda,-92.0
753599017,non-propaganda,-35.0
753599071,non-propaganda,5.0
753570078,non-propaganda,-21.0
753590122,non-propaganda,15.0
753631198,non-propaganda,15.0
753486930,non-propaganda,-9.0
753581682,non-propaganda,-11.0
753524417,non-propaganda,5.0
753524692,non-propaganda,-40.0
753524903,non-propaganda,-21.0
753481300,non-propaganda,-1.0
753610210,non-propaganda,-11.0
753517259,non-propaganda,-1.0
753520724,non-propaganda,-2.0
753502595,non-propaganda,-14.0
753541508,non-propaganda,-36.0
753608302,non-propaganda,1.0
753805180,non-propaganda,-2.0
753711959,non-propaganda,-11.0
753713195,non-propaganda,-2.0
753743328,non-propaganda,25.0
753744294,non-propaganda,-6.0
753656281,non-propaganda,6.0
753824402,non-propaganda,-3.0
753878250,non-propaganda,56.0
753774712,non-propaganda,46.0
753698977,non-propaganda,11.0
753699075,non-propaganda,12.0
753639198,non-propaganda,11.0
753640883,non-propaganda,6.0
753683235,non-propaganda,-38.0
753786870,non-propaganda,-16.0
753787135,non-propaganda,12.0
753883700,non-propaganda,-5.0
753665247,non-propaganda,-10.0
753903409,non-propaganda,-15.0
753704438,non-propaganda,4.0
753704459,non-propaganda,-2.0
753838039,non-propaganda,0.0
753761105,non-propaganda,-20.0
753835250,non-propaganda,8.0
753719384,non-propaganda,19.0
753720940,non-propaganda,-10.0
753679108,non-propaganda,9.0
753650075,non-propaganda,-32.0
753650077,non-propaganda,-8.0
753650555,non-propaganda,-29.0
753768717,non-propaganda,-15.0
753861973,non-propaganda,-5.0
753828440,non-propaganda,44.0
753815981,non-propaganda,3.0
753816376,non-propaganda,0.0
754011642,non-propaganda,6.0
753943765,non-propaganda,10.0
753996855,non-propaganda,31.0
754199314,non-propaganda,26.0
754092528,non-propaganda,-39.0
754039959,non-propaganda,-14.0
754040071,non-propaganda,61.0
754036439,non-propaganda,-3.0
754161791,non-propaganda,-27.0
754161829,non-propaganda,-8.0
754162121,non-propaganda,-32.0
753965557,non-propaganda,-53.0
753965931,non-propaganda,0.0
754179770,non-propaganda,-10.0
754179771,non-propaganda,-10.0
753929804,non-propaganda,13.0
754058866,non-propaganda,-34.0
754129125,non-propaganda,9.0
754107654,non-propaganda,6.0
753993286,non-propaganda,4.0
753994285,non-propaganda,-2.0
754100216,non-propaganda,-5.0
754191125,non-propaganda,58.0
754191643,non-propaganda,-31.0
754120264,non-propaganda,1.0
754120528,non-propaganda,8.0
754141003,non-propaganda,-7.0
754018193,non-propaganda,-9.0
754184975,non-propaganda,13.0
754055385,non-propaganda,18.0
754308351,non-propaganda,5.0
754308594,non-propaganda,15.0
754402274,non-propaganda,-19.0
754402904,non-propaganda,19.0
754328158,non-propaganda,17.0
754268315,non-propaganda,0.0
754391736,non-propaganda,-23.0
754372253,non-propaganda,-12.0
754261667,non-propaganda,-5.0
754547543,non-propaganda,-16.0
754444955,non-propaganda,8.0
754445689,non-propaganda,-2.0
754485670,non-propaganda,-10.0
754375390,non-propaganda,-5.0
754497368,non-propaganda,-23.0
754296457,non-propaganda,3.0
754278817,non-propaganda,-7.0
754304703,non-propaganda,-10.0
754383711,non-propaganda,-9.0
754310620,non-propaganda,-4.0
754428517,non-propaganda,-8.0
754293336,non-propaganda,5.0
754239116,non-propaganda,-4.0
754338036,non-propaganda,8.0
754338732,non-propaganda,-10.0
754313529,non-propaganda,-5.0
754345334,non-propaganda,5.0
754863708,non-propaganda,-9.0
754609332,non-propaganda,-35.0
754609570,non-propaganda,-2.0
754817160,non-propaganda,13.0
754802783,non-propaganda,-7.0
754803340,non-propaganda,20.0
754601370,non-propaganda,3.0
754743363,non-propaganda,30.0
754743439,non-propaganda,-11.0
754640941,non-propaganda,22.0
754731197,non-propaganda,-35.0
754677371,non-propaganda,-9.0
754820301,non-propaganda,-41.0
754649625,non-propaganda,2.0
754649998,non-propaganda,-2.0
754728282,non-propaganda,-1.0
754688865,non-propaganda,-13.0
754638685,non-propaganda,-22.0
754698174,non-propaganda,-3.0
754698544,non-propaganda,-8.0
754870202,non-propaganda,-28.0
754680498,non-propaganda,6.0
754825184,non-propaganda,9.0
754578021,non-propaganda,-10.0
754712019,non-propaganda,-7.0
754712067,non-propaganda,18.0
754842495,non-propaganda,-19.0
754785454,non-propaganda,-56.0
754668007,non-propaganda,-9.0
754789373,non-propaganda,-26.0
754860226,non-propaganda,4.0
754860403,non-propaganda,-31.0
754708071,non-propaganda,-13.0
754708387,non-propaganda,-13.0
754719611,non-propaganda,12.0
754900624,non-propaganda,-21.0
754780851,non-propaganda,-5.0
754643837,non-propaganda,5.0
754674194,non-propaganda,5.0
754646036,non-propaganda,-23.0
754890961,non-propaganda,-6.0
755175160,non-propaganda,23.0
755007189,non-propaganda,15.0
755027602,non-propaganda,-37.0
755205213,non-propaganda,-23.0
755078466,non-propaganda,-76.0
755138805,non-propaganda,-13.0
755139170,non-propaganda,8.0
755140156,non-propaganda,-13.0
754981598,non-propaganda,-28.0
754981630,non-propaganda,-17.0
755166276,non-propaganda,3.0
755239217,non-propaganda,-24.0
755071479,non-propaganda,-22.0
754992625,non-propaganda,-7.0
754993725,non-propaganda,-2.0
754967108,non-propaganda,-16.0
755110981,non-propaganda,6.0
755000653,non-propaganda,22.0
755001434,non-propaganda,51.0
755001664,non-propaganda,42.0
755185157,non-propaganda,35.0
755185287,non-propaganda,-10.0
755043928,non-propaganda,11.0
754937295,non-propaganda,7.0
754939204,non-propaganda,11.0
755030243,non-propaganda,75.0
754960257,non-propaganda,32.0
755059309,non-propaganda,82.0
754973230,non-propaganda,-28.0
755091772,non-propaganda,-16.0
755420631,non-propaganda,57.0
755257452,non-propaganda,-8.0
755407348,non-propaganda,-57.0
755407674,non-propaganda,-3.0
755433734,non-propaganda,56.0
755259966,non-propaganda,-23.0
755491533,non-propaganda,22.0
755610094,non-propaganda,-13.0
755617964,non-propaganda,1.0
755558118,non-propaganda,-17.0
755558461,non-propaganda,11.0
755600029,non-propaganda,-43.0
755485464,non-propaganda,24.0
755564746,non-propaganda,-68.0
755553837,non-propaganda,-46.0
755554214,non-propaganda,27.0
755554402,non-propaganda,1.0
755554580,non-propaganda,8.0
755598315,non-propaganda,3.0
755477556,non-propaganda,46.0
755579404,non-propaganda,0.0
755579705,non-propaganda,-9.0
755579878,non-propaganda,89.0
755589854,non-propaganda,11.0
755590213,non-propaganda,-8.0
755525878,non-propaganda,0.0
755560173,non-propaganda,9.0
755684307,non-propaganda,61.0
755807414,non-propaganda,4.0
755853398,non-propaganda,-11.0
755887749,non-propaganda,34.0
755888486,non-propaganda,15.0
755899914,non-propaganda,2.0
755702621,non-propaganda,44.0
755818768,non-propaganda,-10.0
755819147,non-propaganda,-12.0
755745887,non-propaganda,18.0
755746581,non-propaganda,-17.0
755756733,non-propaganda,9.0
755757065,non-propaganda,-22.0
755700208,non-propaganda,11.0
755648205,non-propaganda,-4.0
755871863,non-propaganda,-13.0
755697251,non-propaganda,64.0
755681242,non-propaganda,-10.0
755681918,non-propaganda,7.0
755682055,non-propaganda,-31.0
755682677,non-propaganda,2.0
755771557,non-propaganda,3.0
755882054,non-propaganda,-11.0
755883052,non-propaganda,27.0
755782884,non-propaganda,27.0
755865727,non-propaganda,21.0
755865839,non-propaganda,4.0
755865840,non-propaganda,2.0
755722074,non-propaganda,25.0
755722138,non-propaganda,1.0
755722285,non-propaganda,-32.0
755722325,non-propaganda,45.0
755655532,non-propaganda,2.0
755686583,non-propaganda,-11.0
755792683,non-propaganda,-156.0
755793466,non-propaganda,61.0
755656975,non-propaganda,6.0
755664623,non-propaganda,10.0
755669009,non-propaganda,5.0
755891358,non-propaganda,2.0
752350779,non-propaganda,-63.0
752169822,non-propaganda,-27.0
752170721,non-propaganda,-3.0
752347294,non-propaganda,3.0
752330298,non-propaganda,9.0
752274240,non-propaganda,62.0
752165235,non-propaganda,-72.0
752217831,non-propaganda,-44.0
752239304,non-propaganda,34.0
752240643,non-propaganda,-8.0
752363856,non-propaganda,-19.0
752363959,non-propaganda,50.0
752364238,non-propaganda,-13.0
752320355,non-propaganda,-36.0
752262226,non-propaganda,8.0
752251695,non-propaganda,0.0
752151111,non-propaganda,-58.0
752230463,non-propaganda,1.0
752230795,non-propaganda,8.0
752231257,non-propaganda,-44.0
752352367,non-propaganda,-3.0
752143417,non-propaganda,39.0
752134472,non-propaganda,6.0
752190196,non-propaganda,37.0
752357909,non-propaganda,7.0
752180377,non-propaganda,-17.0
752180897,non-propaganda,26.0
752272128,non-propaganda,20.0
752308089,non-propaganda,-39.0
752308516,non-propaganda,44.0
752308618,non-propaganda,-18.0
752415577,non-propaganda,-5.0
752508441,non-propaganda,-7.0
752508798,non-propaganda,-49.0
752543983,non-propaganda,0.0
752544426,non-propaganda,19.0
752544920,non-propaganda,-41.0
752607289,non-propaganda,-41.0
752632492,non-propaganda,8.0
752615494,non-propaganda,-27.0
752615497,non-propaganda,25.0
752392886,non-propaganda,-31.0
752392893,non-propaganda,-16.0
752489495,non-propaganda,-75.0
752618468,non-propaganda,-3.0
752619502,non-propaganda,8.0
752619689,non-propaganda,16.0
752481253,non-propaganda,0.0
752571453,non-propaganda,-18.0
752595739,non-propaganda,3.0
752596072,non-propaganda,-45.0
752596075,non-propaganda,-45.0
752597761,non-propaganda,-1.0
752401158,non-propaganda,-5.0
752446518,non-propaganda,-25.0
752559543,non-propaganda,6.0
752559556,non-propaganda,-30.0
752559651,non-propaganda,34.0
752559673,non-propaganda,-34.0
752428474,non-propaganda,-23.0
752953941,non-propaganda,11.0
752954114,non-propaganda,11.0
752904922,non-propaganda,0.0
752972176,non-propaganda,0.0
752802204,non-propaganda,7.0
752714409,non-propaganda,-5.0
752806111,non-propaganda,-26.0
752806260,non-propaganda,-29.0
752806262,non-propaganda,-36.0
752806958,non-propaganda,-20.0
752807288,non-propaganda,-52.0
752807292,non-propaganda,-40.0
752669697,non-propaganda,-10.0
752772804,non-propaganda,-53.0
752772873,non-propaganda,-14.0
752709486,non-propaganda,-10.0
752935823,non-propaganda,14.0
752672190,non-propaganda,-3.0
752673892,non-propaganda,24.0
752674752,non-propaganda,65.0
752885702,non-propaganda,-61.0
752885709,non-propaganda,-31.0
752736778,non-propaganda,-31.0
752737222,non-propaganda,3.0
752923551,non-propaganda,-30.0
752848936,non-propaganda,90.0
752849023,non-propaganda,11.0
752850159,non-propaganda,-4.0
753154040,non-propaganda,-61.0
753154211,non-propaganda,-7.0
752996681,non-propaganda,-48.0
753080101,non-propaganda,-8.0
753080351,non-propaganda,20.0
753052838,non-propaganda,-8.0
753010163,non-propaganda,11.0
753201639,non-propaganda,6.0
753160965,non-propaganda,32.0
753018573,non-propaganda,-45.0
753164747,non-propaganda,-62.0
753140946,non-propaganda,40.0
753226666,non-propaganda,21.0
753216308,non-propaganda,-59.0
753451392,non-propaganda,24.0
753272294,non-propaganda,-23.0
753368701,non-propaganda,-29.0
753447049,non-propaganda,-5.0
753426003,non-propaganda,-61.0
753426018,non-propaganda,-30.0
753413015,non-propaganda,-51.0
753413354,non-propaganda,-50.0
753361796,non-propaganda,8.0
753338120,non-propaganda,14.0
753395515,non-propaganda,-14.0
753395781,non-propaganda,35.0
753396174,non-propaganda,-21.0
753289737,non-propaganda,-1.0
753352048,non-propaganda,-31.0
753588094,non-propaganda,10.0
753588131,non-propaganda,-113.0
753588398,non-propaganda,8.0
753605833,non-propaganda,-84.0
753605844,non-propaganda,-69.0
753567459,non-propaganda,-28.0
753567590,non-propaganda,-6.0
753567609,non-propaganda,-4.0
753567797,non-propaganda,-98.0
753511540,non-propaganda,-50.0
753561268,non-propaganda,2.0
753534804,non-propaganda,0.0
753627574,non-propaganda,-8.0
753530128,non-propaganda,1.0
753530129,non-propaganda,-25.0
753593818,non-propaganda,-72.0
