,0,CARDINAL,DATE,GPE,LOC,MONEY,NORP,ORG,PERSON,WORK_OF_ART,ORDINAL,QUANTITY,TIME,FAC,LAW,PRODUCT,EVENT,PERCENT,LANGUAGE
0,,4.0,21.0,14.0,,2.0,8.0,51.0,43.0,,,,3.0,,1.0,,,,
0,,1.0,12.0,21.0,,,8.0,3.0,15.0,,1.0,,2.0,1.0,1.0,,,,
0,,6.0,13.0,9.0,,,4.0,21.0,37.0,,,,1.0,1.0,,9.0,1.0,,
0,,17.0,25.0,37.0,3.0,1.0,15.0,76.0,82.0,7.0,15.0,,5.0,2.0,2.0,4.0,1.0,,
0,,17.0,48.0,39.0,2.0,2.0,46.0,110.0,97.0,6.0,7.0,,9.0,,,4.0,,,
0,,3.0,10.0,9.0,,,19.0,21.0,26.0,4.0,1.0,,1.0,,,3.0,,,
0,,1.0,10.0,6.0,,,11.0,22.0,11.0,1.0,2.0,,,,,1.0,,,
0,,6.0,22.0,64.0,3.0,,24.0,29.0,42.0,,4.0,,1.0,,,,,,
0,,5.0,27.0,28.0,1.0,1.0,21.0,27.0,60.0,,1.0,,4.0,,,,,,
0,,6.0,39.0,24.0,4.0,2.0,5.0,35.0,37.0,1.0,3.0,,,,,2.0,,1.0,
0,,9.0,21.0,7.0,,4.0,13.0,40.0,15.0,,1.0,,,,2.0,,,3.0,
0,,12.0,34.0,49.0,9.0,6.0,23.0,116.0,60.0,3.0,4.0,,9.0,,3.0,2.0,,,
0,,16.0,59.0,30.0,7.0,25.0,17.0,105.0,65.0,2.0,7.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,
0,,12.0,33.0,36.0,1.0,2.0,25.0,44.0,65.0,2.0,1.0,,3.0,,1.0,1.0,,,
0,,8.0,26.0,13.0,3.0,1.0,12.0,52.0,31.0,3.0,4.0,,2.0,4.0,1.0,,,,
0,,21.0,48.0,31.0,1.0,5.0,11.0,115.0,46.0,2.0,11.0,,1.0,1.0,,3.0,,1.0,
0,,7.0,31.0,9.0,1.0,3.0,9.0,69.0,23.0,2.0,1.0,,,,2.0,1.0,2.0,,
0,,20.0,41.0,36.0,,1.0,25.0,81.0,65.0,6.0,1.0,,9.0,1.0,2.0,1.0,,8.0,
0,,2.0,6.0,9.0,9.0,,,6.0,4.0,1.0,1.0,,,1.0,,,,,
0,,5.0,14.0,15.0,,,19.0,18.0,23.0,,1.0,,,,1.0,,,,
0,,1.0,4.0,18.0,,,4.0,12.0,11.0,,2.0,,2.0,,,,,,
0,,1.0,3.0,4.0,1.0,,2.0,26.0,7.0,1.0,1.0,,1.0,,,,,,
0,,,9.0,6.0,,,7.0,33.0,21.0,,1.0,,2.0,2.0,2.0,,,,
0,,1.0,9.0,4.0,,,8.0,25.0,19.0,,,,2.0,1.0,2.0,1.0,,,
0,,,19.0,3.0,1.0,2.0,,25.0,31.0,,1.0,,1.0,3.0,1.0,,,,
0,,11.0,19.0,17.0,1.0,1.0,6.0,49.0,53.0,,2.0,,2.0,,,1.0,,,
0,,22.0,58.0,56.0,2.0,6.0,63.0,120.0,147.0,7.0,7.0,,20.0,3.0,,2.0,,,
0,,9.0,18.0,27.0,3.0,4.0,16.0,80.0,61.0,6.0,4.0,1.0,4.0,6.0,,,1.0,,
0,,1.0,5.0,5.0,,,6.0,14.0,10.0,,,,,,,,1.0,,
0,,16.0,35.0,52.0,6.0,1.0,28.0,97.0,36.0,2.0,4.0,,2.0,,,3.0,4.0,,
0,,3.0,19.0,13.0,4.0,,7.0,20.0,12.0,1.0,1.0,1.0,1.0,4.0,,,1.0,,
0,,3.0,8.0,5.0,,,18.0,26.0,37.0,,2.0,,1.0,,,,,,
0,,14.0,21.0,37.0,4.0,6.0,14.0,73.0,69.0,,2.0,,2.0,1.0,,1.0,1.0,,
0,,7.0,18.0,10.0,,,23.0,43.0,60.0,,2.0,1.0,,,,1.0,,,
0,,9.0,22.0,31.0,3.0,1.0,20.0,33.0,56.0,,3.0,,2.0,,,2.0,,1.0,
0,,1.0,9.0,17.0,,,9.0,6.0,15.0,,2.0,,2.0,,,,,,
0,,3.0,26.0,61.0,1.0,1.0,24.0,33.0,43.0,,1.0,,1.0,,,,,,
0,,,9.0,5.0,2.0,,8.0,15.0,21.0,,,,1.0,,,6.0,1.0,,
0,,,2.0,7.0,,,5.0,14.0,22.0,1.0,,,,1.0,,1.0,,,
0,,1.0,19.0,16.0,,,5.0,11.0,12.0,,2.0,,,,,,,,
0,,3.0,11.0,5.0,,,11.0,16.0,14.0,,,,,,,,1.0,,
0,,,6.0,1.0,,,4.0,16.0,18.0,,1.0,,,,,,,2.0,
0,,1.0,3.0,7.0,1.0,,5.0,12.0,14.0,,1.0,,,,,,,,
0,,22.0,30.0,41.0,1.0,,35.0,54.0,70.0,,3.0,1.0,4.0,,,2.0,,,
0,,6.0,12.0,31.0,6.0,1.0,16.0,24.0,15.0,1.0,1.0,,2.0,,,,,,
0,,5.0,20.0,11.0,1.0,,16.0,27.0,62.0,16.0,4.0,,11.0,4.0,2.0,1.0,2.0,,
0,,8.0,11.0,21.0,1.0,5.0,11.0,68.0,22.0,3.0,1.0,,1.0,,1.0,6.0,,1.0,
0,,13.0,25.0,21.0,3.0,,23.0,36.0,39.0,,3.0,,,,,10.0,5.0,,
0,,3.0,12.0,7.0,,1.0,12.0,35.0,34.0,2.0,3.0,,5.0,,,,1.0,,
0,,10.0,13.0,12.0,,2.0,6.0,33.0,17.0,,,,2.0,,,1.0,,2.0,
0,,,23.0,27.0,,1.0,12.0,19.0,38.0,,3.0,,1.0,1.0,,1.0,,,
0,,13.0,28.0,74.0,1.0,1.0,28.0,71.0,42.0,1.0,1.0,,,4.0,1.0,1.0,,5.0,
0,,19.0,32.0,29.0,3.0,7.0,17.0,94.0,47.0,,8.0,2.0,4.0,1.0,,1.0,,8.0,
0,,7.0,23.0,31.0,4.0,4.0,13.0,68.0,37.0,1.0,9.0,,1.0,2.0,,1.0,,1.0,
0,,22.0,48.0,72.0,1.0,5.0,60.0,98.0,119.0,3.0,7.0,,7.0,,1.0,3.0,,13.0,
0,,3.0,5.0,9.0,1.0,,6.0,11.0,8.0,,1.0,,,,,1.0,,,
0,,14.0,37.0,16.0,2.0,1.0,19.0,72.0,48.0,2.0,1.0,,1.0,,,,1.0,1.0,
0,,12.0,37.0,26.0,1.0,5.0,15.0,86.0,38.0,,1.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,
0,,16.0,33.0,62.0,6.0,5.0,35.0,143.0,70.0,,2.0,,6.0,1.0,2.0,4.0,,,
0,,5.0,21.0,20.0,,,5.0,62.0,35.0,4.0,2.0,,1.0,1.0,1.0,,2.0,,
0,,3.0,8.0,13.0,,,6.0,8.0,11.0,,2.0,,1.0,,,,,,
0,,24.0,29.0,138.0,7.0,,34.0,92.0,66.0,2.0,12.0,,1.0,1.0,1.0,1.0,1.0,,
0,,8.0,12.0,48.0,2.0,1.0,19.0,49.0,24.0,1.0,2.0,,1.0,2.0,,,,,
0,,8.0,12.0,62.0,3.0,1.0,33.0,28.0,9.0,,,,,1.0,,,1.0,,
0,,5.0,2.0,2.0,,1.0,3.0,15.0,16.0,,,,2.0,1.0,,,1.0,,
0,,1.0,7.0,2.0,,,1.0,6.0,4.0,,,,,,,,,,
0,,,15.0,4.0,,3.0,6.0,32.0,16.0,,,,1.0,,3.0,1.0,,1.0,
0,,1.0,9.0,2.0,,,6.0,37.0,15.0,,,,,,,2.0,,,
0,,7.0,15.0,14.0,1.0,2.0,12.0,42.0,35.0,,2.0,,1.0,,1.0,,,,
0,,4.0,4.0,12.0,,,6.0,28.0,11.0,,,,,,,2.0,1.0,,
0,,12.0,28.0,55.0,5.0,1.0,47.0,94.0,147.0,6.0,11.0,,22.0,3.0,3.0,2.0,,,
0,,1.0,10.0,12.0,,,7.0,15.0,21.0,,2.0,,2.0,,,,,,
0,,6.0,18.0,7.0,,3.0,10.0,18.0,20.0,,,,2.0,,,1.0,,5.0,
0,,9.0,11.0,15.0,1.0,,1.0,28.0,20.0,,1.0,,5.0,,,,,,
0,,2.0,13.0,15.0,3.0,,11.0,16.0,16.0,1.0,,,,1.0,,1.0,1.0,,
0,,9.0,15.0,9.0,1.0,7.0,10.0,48.0,53.0,1.0,1.0,,2.0,1.0,,2.0,2.0,,
0,,1.0,10.0,10.0,,,3.0,16.0,19.0,2.0,1.0,,4.0,,,,,,
0,,2.0,15.0,7.0,1.0,2.0,10.0,15.0,47.0,,3.0,,2.0,,,,,6.0,
0,,4.0,6.0,10.0,,1.0,19.0,21.0,30.0,1.0,,,2.0,,,,,7.0,
0,,8.0,16.0,37.0,,,33.0,57.0,30.0,,2.0,,3.0,1.0,1.0,,,,
0,,5.0,23.0,10.0,,14.0,14.0,60.0,52.0,,,,1.0,1.0,,1.0,,,
0,,9.0,5.0,16.0,,4.0,19.0,9.0,48.0,2.0,4.0,,5.0,,,,,,
0,,2.0,6.0,7.0,,,10.0,12.0,22.0,,1.0,,,1.0,,,,6.0,
0,,1.0,16.0,8.0,,1.0,2.0,61.0,40.0,1.0,2.0,2.0,,,1.0,1.0,,,
0,,,8.0,6.0,,,4.0,17.0,18.0,2.0,,,4.0,,,,,,
0,,,20.0,15.0,,7.0,7.0,42.0,44.0,1.0,1.0,,,2.0,1.0,2.0,,,
0,,12.0,23.0,30.0,,,13.0,25.0,33.0,1.0,4.0,,6.0,2.0,,,1.0,,
0,,13.0,5.0,9.0,4.0,1.0,2.0,32.0,29.0,2.0,1.0,,1.0,,,,,,
0,,2.0,16.0,18.0,1.0,2.0,12.0,15.0,49.0,,1.0,,3.0,,1.0,,,,
0,,1.0,2.0,11.0,,,2.0,15.0,6.0,,,,1.0,,,,,,
0,,2.0,7.0,5.0,,,2.0,11.0,14.0,,1.0,,3.0,,,,,,
0,,12.0,12.0,53.0,1.0,,9.0,5.0,25.0,1.0,2.0,,,,2.0,,1.0,,
0,,6.0,17.0,24.0,2.0,,17.0,40.0,61.0,1.0,2.0,,1.0,1.0,,2.0,,,
0,,4.0,3.0,13.0,,2.0,3.0,8.0,13.0,,,1.0,,,,,,,
0,,3.0,15.0,5.0,1.0,2.0,8.0,13.0,25.0,,2.0,,1.0,1.0,,3.0,1.0,,
0,,3.0,4.0,3.0,,11.0,6.0,26.0,13.0,,,,,1.0,,,,,
0,,2.0,10.0,8.0,1.0,1.0,6.0,9.0,22.0,,1.0,,6.0,,,,,,
0,,2.0,2.0,14.0,,,7.0,11.0,14.0,,1.0,,,,,1.0,,1.0,
0,,3.0,11.0,22.0,4.0,1.0,3.0,23.0,15.0,,3.0,,,,,,,,
0,,7.0,19.0,11.0,11.0,,2.0,26.0,8.0,,4.0,1.0,,1.0,,,1.0,,
0,,3.0,20.0,16.0,,8.0,14.0,42.0,54.0,1.0,1.0,,1.0,2.0,,,,,
0,,2.0,6.0,5.0,,,10.0,11.0,24.0,,1.0,,1.0,,,3.0,,,
0,,16.0,33.0,40.0,3.0,5.0,28.0,74.0,102.0,7.0,2.0,,10.0,7.0,1.0,,,2.0,3.0
0,,3.0,17.0,1.0,,,5.0,21.0,18.0,,,,1.0,,,,,,
0,,,9.0,5.0,,1.0,7.0,18.0,21.0,,,,,,,1.0,,,
0,,5.0,19.0,36.0,3.0,,16.0,21.0,34.0,,3.0,,1.0,1.0,,,,,
0,,9.0,14.0,20.0,1.0,2.0,15.0,69.0,61.0,2.0,4.0,,2.0,4.0,1.0,1.0,1.0,,
0,,17.0,40.0,39.0,2.0,5.0,50.0,101.0,109.0,6.0,6.0,,18.0,2.0,1.0,2.0,1.0,2.0,
0,,4.0,10.0,9.0,,2.0,15.0,23.0,48.0,4.0,5.0,,3.0,1.0,1.0,2.0,1.0,1.0,
0,,2.0,7.0,7.0,1.0,,2.0,9.0,22.0,1.0,1.0,1.0,1.0,,,,,,
0,,29.0,42.0,70.0,4.0,11.0,28.0,108.0,104.0,5.0,8.0,,6.0,2.0,,1.0,,7.0,
0,,13.0,10.0,26.0,2.0,,8.0,16.0,24.0,,4.0,,7.0,1.0,,1.0,,,
0,,,6.0,5.0,,,3.0,11.0,17.0,,,,1.0,,,,,,
0,,9.0,40.0,34.0,2.0,4.0,47.0,101.0,117.0,4.0,5.0,,3.0,,,,2.0,,
0,,3.0,5.0,6.0,1.0,,4.0,4.0,3.0,1.0,,,,,,,,,
0,,,5.0,7.0,,,4.0,9.0,22.0,,,,,2.0,,,,,1.0
0,,1.0,6.0,16.0,,,2.0,9.0,13.0,1.0,1.0,1.0,1.0,,,,,,
0,,5.0,11.0,12.0,,,13.0,31.0,21.0,,1.0,,4.0,,,,,,
0,,2.0,5.0,4.0,,,6.0,19.0,15.0,1.0,,,,,,,,,
0,,12.0,50.0,61.0,1.0,19.0,38.0,69.0,91.0,3.0,5.0,,5.0,3.0,1.0,1.0,,5.0,
0,,14.0,30.0,40.0,2.0,1.0,23.0,93.0,57.0,3.0,5.0,,2.0,1.0,,1.0,1.0,,
0,,,4.0,3.0,1.0,,4.0,5.0,5.0,,,,,1.0,,,,,
0,,1.0,5.0,1.0,,3.0,2.0,5.0,16.0,1.0,,,,,,,,,
0,,6.0,6.0,4.0,,,12.0,22.0,20.0,,4.0,,,,,,,8.0,
0,,3.0,7.0,1.0,,1.0,1.0,13.0,12.0,,1.0,,,2.0,,,,,
0,,1.0,21.0,14.0,,,1.0,15.0,10.0,,4.0,,,1.0,,,2.0,,
0,,22.0,42.0,29.0,4.0,,26.0,96.0,218.0,7.0,9.0,,4.0,3.0,3.0,11.0,1.0,,
0,,11.0,14.0,9.0,,,5.0,49.0,27.0,8.0,6.0,,1.0,1.0,,,2.0,1.0,
0,,,8.0,30.0,2.0,,10.0,6.0,17.0,,,,,,,,,,
0,,17.0,45.0,34.0,1.0,4.0,14.0,79.0,49.0,,2.0,,3.0,1.0,1.0,,1.0,1.0,
0,,9.0,35.0,28.0,4.0,6.0,15.0,123.0,83.0,2.0,6.0,3.0,1.0,1.0,2.0,5.0,2.0,2.0,
0,,7.0,29.0,27.0,2.0,4.0,18.0,111.0,95.0,3.0,7.0,,1.0,3.0,3.0,6.0,,,
0,,6.0,24.0,21.0,1.0,3.0,11.0,61.0,29.0,2.0,5.0,,3.0,1.0,,,,,2.0
0,,8.0,24.0,14.0,1.0,1.0,12.0,88.0,31.0,3.0,5.0,,,,1.0,1.0,,,
0,,6.0,10.0,1.0,,,5.0,27.0,37.0,1.0,,,2.0,,,,,,
0,,1.0,18.0,7.0,,,3.0,10.0,35.0,,,,,,,3.0,,,
0,,3.0,10.0,23.0,1.0,2.0,11.0,12.0,26.0,,,,7.0,1.0,,,,,
0,,4.0,16.0,5.0,,,2.0,18.0,12.0,,,,,,,,,,
0,,,15.0,3.0,,,2.0,23.0,21.0,1.0,,,2.0,1.0,,,,,
0,,6.0,18.0,13.0,,2.0,16.0,44.0,24.0,,,,1.0,,2.0,1.0,,,
0,,18.0,40.0,94.0,5.0,13.0,24.0,101.0,126.0,2.0,3.0,1.0,6.0,4.0,3.0,2.0,2.0,3.0,
0,,32.0,62.0,76.0,1.0,11.0,52.0,170.0,342.0,21.0,7.0,1.0,7.0,5.0,,3.0,3.0,2.0,
0,,5.0,19.0,15.0,1.0,1.0,15.0,48.0,37.0,,1.0,,,,,1.0,,,
0,,3.0,15.0,5.0,,4.0,3.0,14.0,19.0,,5.0,,,8.0,,,2.0,,
0,,1.0,3.0,6.0,,,7.0,13.0,8.0,2.0,1.0,,1.0,,,,,2.0,
0,,9.0,22.0,13.0,3.0,,16.0,38.0,62.0,,2.0,,,,,1.0,,,
0,,6.0,15.0,21.0,1.0,1.0,16.0,12.0,15.0,2.0,,1.0,1.0,,1.0,,,,
0,,32.0,72.0,89.0,5.0,4.0,69.0,125.0,258.0,24.0,6.0,2.0,10.0,4.0,1.0,2.0,,2.0,
0,,1.0,4.0,6.0,,,4.0,15.0,17.0,1.0,1.0,,,2.0,,,,,
0,,2.0,18.0,50.0,,2.0,15.0,25.0,25.0,,3.0,,,,,,1.0,,
0,,13.0,7.0,8.0,1.0,2.0,1.0,31.0,23.0,1.0,,,1.0,,,,,2.0,
0,,,2.0,14.0,1.0,,9.0,5.0,15.0,,1.0,,,1.0,,,,,
0,,,2.0,7.0,,,,5.0,3.0,,,,,,,1.0,,,
0,,10.0,11.0,20.0,,,18.0,60.0,28.0,1.0,1.0,,,2.0,,,,2.0,
0,,17.0,25.0,23.0,,7.0,5.0,69.0,37.0,,8.0,,1.0,,1.0,1.0,,5.0,
0,,11.0,40.0,116.0,,4.0,33.0,83.0,44.0,1.0,3.0,,2.0,5.0,1.0,1.0,1.0,4.0,
0,,11.0,46.0,34.0,1.0,1.0,19.0,67.0,57.0,2.0,7.0,,2.0,2.0,,,,,1.0
0,,14.0,46.0,33.0,4.0,2.0,45.0,103.0,80.0,3.0,3.0,,3.0,1.0,2.0,3.0,,,
0,,17.0,52.0,62.0,5.0,3.0,27.0,80.0,110.0,7.0,3.0,,3.0,5.0,,2.0,,2.0,
0,,10.0,29.0,64.0,,3.0,17.0,60.0,33.0,1.0,1.0,,2.0,,,,,,
0,,14.0,26.0,27.0,2.0,2.0,8.0,70.0,31.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,
0,,5.0,36.0,34.0,1.0,1.0,18.0,101.0,70.0,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,,
0,,10.0,12.0,7.0,,1.0,,39.0,18.0,1.0,4.0,,2.0,,3.0,1.0,1.0,,1.0
0,,16.0,24.0,27.0,3.0,4.0,41.0,45.0,51.0,2.0,3.0,,1.0,,,,1.0,,
0,,4.0,10.0,8.0,,,9.0,10.0,25.0,,,,,,,,,,
0,,3.0,20.0,46.0,,1.0,14.0,17.0,23.0,1.0,3.0,,2.0,,,,,,
0,,13.0,33.0,100.0,8.0,1.0,29.0,124.0,55.0,4.0,10.0,1.0,3.0,1.0,,2.0,1.0,,
0,,9.0,25.0,66.0,4.0,,36.0,42.0,41.0,,1.0,,,,,,,,
0,,5.0,4.0,8.0,,,3.0,10.0,14.0,,,,,,,1.0,,,
0,,,2.0,8.0,,,2.0,7.0,1.0,,1.0,,,2.0,,,,,
0,,20.0,45.0,76.0,3.0,2.0,31.0,64.0,72.0,3.0,8.0,,3.0,,1.0,3.0,,3.0,
0,,2.0,27.0,62.0,3.0,2.0,17.0,46.0,24.0,,6.0,,2.0,3.0,,,3.0,2.0,
0,,6.0,3.0,36.0,2.0,,88.0,21.0,10.0,1.0,1.0,,,1.0,,,1.0,21.0,
0,,,11.0,12.0,1.0,,15.0,13.0,30.0,,1.0,,,,,2.0,,,
0,,23.0,48.0,76.0,6.0,3.0,42.0,111.0,109.0,12.0,7.0,1.0,3.0,11.0,,2.0,2.0,2.0,
0,,22.0,35.0,45.0,4.0,1.0,12.0,92.0,87.0,8.0,11.0,1.0,2.0,2.0,,2.0,2.0,,
0,,2.0,6.0,20.0,,,8.0,18.0,15.0,1.0,,,2.0,,,,1.0,,
0,,2.0,19.0,17.0,4.0,,4.0,13.0,9.0,1.0,7.0,,,1.0,,1.0,,,1.0
0,,12.0,20.0,14.0,,1.0,7.0,84.0,30.0,,,,,,2.0,,,,
0,,9.0,20.0,14.0,2.0,3.0,6.0,20.0,23.0,,2.0,,,,2.0,9.0,,,
0,,1.0,9.0,15.0,,1.0,18.0,14.0,42.0,2.0,2.0,,,,,,,1.0,
0,,3.0,6.0,24.0,,,4.0,7.0,13.0,,1.0,,1.0,,1.0,4.0,,,
0,,4.0,18.0,18.0,1.0,,11.0,35.0,31.0,1.0,,,,,,1.0,,,
0,,6.0,17.0,55.0,4.0,,24.0,33.0,56.0,1.0,3.0,,2.0,1.0,,,1.0,,
0,,4.0,14.0,6.0,,,3.0,18.0,22.0,,1.0,,1.0,,,,,,
0,,1.0,14.0,30.0,,,10.0,22.0,11.0,,1.0,,2.0,,1.0,,,,
0,,17.0,28.0,30.0,3.0,3.0,34.0,53.0,70.0,,2.0,,6.0,2.0,,,,1.0,
0,,3.0,6.0,1.0,1.0,,,12.0,16.0,,2.0,,,,,,1.0,,
0,,1.0,1.0,22.0,4.0,,1.0,2.0,11.0,,,,,,,,1.0,,
0,,,5.0,19.0,1.0,,,13.0,2.0,,,,,,,,,2.0,
0,,3.0,2.0,7.0,,3.0,2.0,2.0,4.0,,,,,,,,,,
0,,1.0,5.0,14.0,,,6.0,14.0,18.0,,1.0,,,,,1.0,,,
0,,3.0,7.0,4.0,,,2.0,25.0,11.0,,1.0,,,,,1.0,,,
0,,1.0,7.0,5.0,,1.0,1.0,6.0,4.0,4.0,,,,,,,,,
0,,6.0,6.0,11.0,,1.0,10.0,15.0,7.0,,,,,,,,,,
0,,12.0,17.0,18.0,,,10.0,15.0,2.0,,1.0,,1.0,3.0,,,,,
0,,3.0,3.0,24.0,1.0,,11.0,7.0,10.0,,1.0,,,,1.0,,1.0,,
0,,5.0,6.0,18.0,2.0,,32.0,11.0,12.0,2.0,1.0,,,,,,4.0,1.0,
0,,9.0,3.0,8.0,,1.0,4.0,9.0,6.0,,,,,,,,,,
0,,2.0,5.0,,8.0,,3.0,18.0,9.0,,5.0,,,1.0,,,,,
0,,3.0,5.0,12.0,,,9.0,14.0,14.0,,1.0,,,1.0,,,1.0,,
0,,2.0,6.0,54.0,5.0,,29.0,10.0,29.0,,1.0,,1.0,,1.0,,,,
0,,5.0,10.0,21.0,2.0,,7.0,14.0,11.0,,,,,1.0,,,2.0,,
0,,1.0,10.0,11.0,,,4.0,6.0,11.0,2.0,1.0,,,2.0,,,,,
0,,4.0,4.0,24.0,10.0,,6.0,15.0,18.0,,,,,,,,1.0,,
0,,2.0,7.0,36.0,3.0,3.0,8.0,21.0,6.0,,1.0,,1.0,,,,,3.0,
0,,17.0,24.0,17.0,,4.0,13.0,24.0,7.0,,2.0,,1.0,,,,,5.0,
0,,2.0,2.0,44.0,2.0,,11.0,10.0,26.0,1.0,2.0,,,,,,2.0,,
0,,6.0,7.0,27.0,1.0,,9.0,7.0,12.0,1.0,,,1.0,,,,,,
0,,3.0,7.0,2.0,,,,9.0,2.0,,,1.0,,1.0,,,,,
0,,1.0,4.0,17.0,,,8.0,9.0,3.0,,,,,1.0,1.0,,,,
0,,3.0,4.0,9.0,1.0,,6.0,2.0,8.0,1.0,,,,,,,,,
0,,3.0,10.0,11.0,,,,11.0,2.0,1.0,,,,,1.0,,,,
0,,3.0,13.0,15.0,6.0,,7.0,3.0,15.0,,3.0,,2.0,,,,,,
0,,1.0,6.0,2.0,,,2.0,12.0,15.0,,,,,,,,1.0,,
0,,1.0,8.0,11.0,1.0,,5.0,8.0,8.0,,,,,,,,,,
0,,2.0,7.0,19.0,,,11.0,8.0,5.0,1.0,,,,,,,,,
0,,4.0,4.0,10.0,,,2.0,11.0,11.0,,,,,,,,,,
0,,,4.0,12.0,,,,9.0,1.0,,2.0,,,,,,,,
0,,2.0,10.0,23.0,1.0,2.0,3.0,16.0,11.0,,,,,,1.0,1.0,1.0,,
0,,2.0,14.0,22.0,,1.0,6.0,20.0,34.0,,3.0,,1.0,2.0,,1.0,1.0,1.0,
0,,1.0,3.0,5.0,,1.0,9.0,11.0,8.0,1.0,,,,,,,,,
0,,2.0,,15.0,2.0,,9.0,9.0,2.0,,,1.0,,1.0,,,,,
0,,4.0,19.0,142.0,2.0,,26.0,19.0,34.0,1.0,5.0,,,,,,4.0,,
0,,1.0,5.0,12.0,2.0,,7.0,6.0,11.0,,,,,,,,1.0,,
0,,,6.0,24.0,,1.0,8.0,13.0,4.0,,,,,,,,1.0,,
0,,,1.0,14.0,1.0,,3.0,7.0,5.0,,,,1.0,,,,,,
0,,2.0,7.0,42.0,,,10.0,7.0,15.0,2.0,,,,1.0,1.0,,1.0,,
0,,2.0,17.0,23.0,1.0,7.0,6.0,9.0,7.0,,1.0,,,,,1.0,1.0,1.0,
0,,3.0,2.0,11.0,,,5.0,12.0,4.0,,,,,,,1.0,,,
0,,2.0,1.0,6.0,1.0,,4.0,3.0,6.0,,,,,,,,,,
0,,2.0,4.0,9.0,,,3.0,18.0,3.0,,,,1.0,,,1.0,,,
0,,4.0,2.0,3.0,,,3.0,12.0,10.0,1.0,,,1.0,,,,,,
0,,1.0,9.0,21.0,,,4.0,9.0,8.0,1.0,,,,,1.0,,,,
0,,2.0,15.0,32.0,,,14.0,19.0,21.0,1.0,1.0,,4.0,,,,3.0,1.0,
0,,3.0,10.0,12.0,,,12.0,24.0,17.0,,,,1.0,1.0,,2.0,,,
0,,2.0,12.0,17.0,2.0,,3.0,6.0,6.0,1.0,,,,,,,,,
0,,1.0,8.0,7.0,,,6.0,7.0,13.0,,,,,,,,,,
0,,,,6.0,,,2.0,10.0,11.0,,,,,1.0,,,,,
0,,,12.0,17.0,,,5.0,16.0,27.0,3.0,,,,3.0,,,1.0,,
0,,3.0,8.0,8.0,2.0,,4.0,6.0,9.0,,,,,,,,1.0,,
0,,,6.0,7.0,9.0,,6.0,1.0,9.0,,,,1.0,,,,,,
0,,2.0,10.0,39.0,,,9.0,20.0,24.0,3.0,,,,,1.0,,1.0,,
0,,3.0,1.0,15.0,,,3.0,,3.0,,,,,,,,,,
0,,1.0,3.0,33.0,9.0,,10.0,11.0,14.0,,,,,,,,1.0,,
0,,2.0,10.0,24.0,1.0,,6.0,11.0,7.0,2.0,,,1.0,,,,1.0,,
0,,2.0,11.0,3.0,1.0,,,14.0,21.0,1.0,,,,,,,,,
0,,4.0,5.0,2.0,,,4.0,6.0,,,,,,,,,1.0,,
0,,1.0,5.0,5.0,,,3.0,5.0,2.0,1.0,,,1.0,1.0,,,,,
0,,3.0,,7.0,1.0,,1.0,3.0,4.0,,,,,1.0,,,,,
0,,4.0,2.0,17.0,,,7.0,10.0,11.0,2.0,2.0,,,,2.0,,,,
0,,,2.0,5.0,1.0,,1.0,8.0,18.0,,,,,1.0,,1.0,,,
0,,11.0,12.0,10.0,16.0,,9.0,9.0,9.0,,,,,,,1.0,,,
0,,,3.0,15.0,,,1.0,4.0,5.0,,,,,1.0,,,,,
0,,2.0,8.0,38.0,1.0,,21.0,19.0,37.0,,2.0,,,1.0,,,2.0,,
0,,3.0,15.0,15.0,,,2.0,35.0,17.0,1.0,,,,,,,,,
0,,,12.0,8.0,1.0,,1.0,30.0,32.0,,,,2.0,,,,1.0,,
0,,1.0,5.0,32.0,,2.0,6.0,4.0,2.0,,1.0,,,,,,,,
0,,,8.0,8.0,,,5.0,9.0,2.0,,,,1.0,,,,,2.0,
0,,5.0,6.0,20.0,2.0,,4.0,1.0,3.0,,1.0,,,,,,,1.0,
0,,4.0,4.0,5.0,1.0,1.0,1.0,12.0,5.0,,,,1.0,3.0,1.0,,,,
0,,1.0,2.0,7.0,,,8.0,10.0,,,,,3.0,,,,,,
0,,4.0,4.0,18.0,,,1.0,11.0,5.0,,,,,,,,1.0,,
0,,,4.0,11.0,,,12.0,17.0,20.0,5.0,,,,1.0,,1.0,1.0,,
0,,3.0,8.0,20.0,2.0,,7.0,12.0,2.0,,,,,,,,,1.0,
0,,6.0,9.0,10.0,8.0,2.0,8.0,24.0,7.0,1.0,1.0,,,1.0,,3.0,,,
0,,1.0,3.0,12.0,2.0,1.0,8.0,7.0,17.0,1.0,,5.0,,,,,,,
0,,5.0,3.0,73.0,1.0,,6.0,11.0,19.0,,,,,1.0,,,,1.0,
0,,1.0,2.0,45.0,5.0,,10.0,3.0,12.0,2.0,1.0,,,,,,,,
0,,1.0,7.0,23.0,2.0,,9.0,14.0,5.0,,,,,,,,2.0,,
0,,2.0,3.0,11.0,2.0,,7.0,4.0,7.0,,2.0,,,,,,,,
0,,6.0,14.0,11.0,1.0,3.0,10.0,7.0,25.0,,,3.0,,,,2.0,,2.0,
